sentence_id,token_id,token,source_label,annotator_1,annotator_2,annotator_3
1405791799319400448,4,in,EN,EN,EN,EN
1405791799319400448,5,crime,EN,EN,EN,EN
1405791799319400448,6,”,OTHER,OTHER,OTHER,OTHER
1405791799319400448,7,تحت,AR-LAT,AR,AR,AR
1405791799319400448,8,صورتهم,AR-LAT,AR,AR,AR
1405791799319400448,9,وهني,AR-LAT,AR,AR,AR
1405791799319400448,10,اكبر,AR-LAT,AR,AR,AR
1405791799319400448,11,crime,EN,EN,EN,EN
1405791799319400448,12,عملوها,AR-LAT,AR,AR,AR
1405791799319400448,13,انن,AR-LAT,AR,AR,AR
1405791799319400448,14,طلبوا,AR-LAT,AR,AR,AR
1405791799319400448,15,3,OTHER,OTHER,OTHER,OTHER
1405791799319400448,16,crepes,EN,EN,EN,EN
1405791799319400448,17,لشخصين,AR-LAT,AR,AR,AR
h26to5j,1,Ka2anna,,AR-LAT,AR-LAT,AR-LAT
h26to5j,2,mrakkbin,,AR-LAT,AR-LAT,AR-LAT
h26to5j,3,arrière,AR,AR-LAT,AR-LAT,AR-LAT
h26to5j,4,W,,AR-LAT,AR-LAT,AR-LAT
h26to5j,5,meshin,,AR-LAT,AR-LAT,AR-LAT
h26to5j,6,.,OTHER,OTHER,OTHER,OTHER
gacezf1,1,Np,EN,EN,EN,EN
gacezf1,2,.,OTHER,OTHER,OTHER,OTHER
gacezf1,3,It,EN,EN,EN,EN
gacezf1,4,looks,EN,EN,EN,EN
gacezf1,5,like,EN,EN,EN,EN
gacezf1,6,in,EN,EN,EN,EN
gacezf1,7,Egypt,EN,EN,EN,EN
gacezf1,8,they,EN,EN,EN,EN
gacezf1,9,call,EN,EN,EN,EN
gacezf1,10,the,EN,EN,EN,EN
gacezf1,11,song,EN,EN,EN,EN
gacezf1,12,“,OTHER,OTHER,OTHER,OTHER
gacezf1,13,يا,AR-LAT,AR,AR,AR
gacezf1,14,بنات,AR-LAT,AR,AR,AR
gacezf1,15,اسكندرية,AR-LAT,AR,AR,AR
1204666745694380032,1,بدكن,AR-LAT,AR,AR,AR
1204666745694380032,2,ثورة,AR-LAT,AR,AR,AR
1204666745694380032,3,بدكن,AR-LAT,AR,AR,AR
1204666745694380032,4,تحرقو,AR-LAT,AR,AR,AR
1204666745694380032,5,،,OTHER,OTHER,OTHER,OTHER
1204666745694380032,6,تسكرو,AR-LAT,AR,AR,AR
1204666745694380032,7,طرقات,AR-LAT,AR,AR,AR
1204666745694380032,8,،,OTHER,OTHER,OTHER,OTHER
1204666745694380032,9,تقوموا,AR-LAT,AR,AR,AR
1204666745694380032,10,القيامة,AR-LAT,AR,AR,AR
1204666745694380032,11,.,OTHER,OTHER,OTHER,OTHER
1398793394562998272,1,بس,AR-LAT,AR,AR,AR
1398793394562998272,2,بقاا,AR-LAT,AR,AR,AR
1403085952520687616,1,والتر,AR-LAT,AR,AR,AR
1403085952520687616,2,هودچ,AR-LAT,AR,AR,AR
1403085952520687616,3,اخويا,AR-LAT,AR,AR,AR
1403085952520687616,4,❤,OTHER,OTHER,OTHER,OTHER
g9bq538,1,يا,AR-LAT,AR,AR,AR
g9bq538,2,صاحبي,AR-LAT,AR,AR,AR
g9bq538,3,مش,AR-LAT,AR,AR,AR
g9bq538,4,كل,AR-LAT,AR,AR,AR
g9bq538,5,الناس,AR-LAT,AR,AR,AR
g9bq538,6,بتسمع,AR-LAT,AR,AR,AR
g9bq538,7,المنطق,AR-LAT,AR,AR,AR
g9bq538,8,وبتآمن,AR-LAT,AR,AR,AR
g9bq538,9,بقيم,AR-LAT,AR,AR,AR
g9bq538,10,الديموقراطية,AR-LAT,AR,AR,AR
g9bq538,11,.,OTHER,OTHER,OTHER,OTHER
ee71doi,1,كيف,AR-LAT,AR,AR,AR
ee71doi,2,بقدر,AR-LAT,AR,AR,AR
ee71doi,3,الاقي,AR-LAT,AR,AR,AR
ee71doi,4,شغل,AR-LAT,AR,AR,AR
ee71doi,5,هناك,AR-LAT,AR,AR,AR
ee71doi,6,؟,OTHER,OTHER,OTHER,OTHER
ee71doi,7,#,OTHER,OTHER,OTHER,OTHER
ee71doi,8,x200B,OTHER,OTHER,OTHER,OTHER
ee71doi,9,;,OTHER,OTHER,OTHER,OTHER
1287797468206436352,1,ولك,AR-LAT,AR,AR,AR
1287797468206436352,2,خف,AR-LAT,AR,AR,AR
1287797468206436352,3,علينا,AR-LAT,AR,AR,AR
1287797468206436352,4,شوي,AR-LAT,AR,AR,AR
1287797468206436352,5,،,OTHER,OTHER,OTHER,OTHER
1287797468206436352,6,خليني,AR-LAT,AR,AR,AR
1287797468206436352,7,احطك,AR-LAT,AR,AR,AR
1287797468206436352,8,بين,AR-LAT,AR,AR,AR
1287797468206436352,9,عيني,AR-LAT,AR,AR,AR
gzijgpr,1,ليس,AR-LAT,AR,AR,AR
gzijgpr,2,ذلك,AR-LAT,AR,AR,AR
gzijgpr,3,ما,AR-LAT,AR,AR,AR
gzijgpr,4,جعلهم,AR-LAT,AR,AR,AR
gzijgpr,5,يسودون,AR-LAT,AR,AR,AR
gzijgpr,6,العالم,AR-LAT,AR,AR,AR
gzijgpr,7,..,OTHER,OTHER,OTHER,OTHER
gzijgpr,8,ولن,OTHER,AR,AR,AR
gzijgpr,9,نحتاج,AR-LAT,AR,AR,AR
gzijgpr,10,ان,AR-LAT,AR,AR,AR
gzijgpr,11,ننبش,AR-LAT,AR,AR,AR
gzijgpr,12,قبورنا,AR-LAT,AR,AR,AR
gzijgpr,13,كي,AR-LAT,AR,AR,AR
gzijgpr,14,نعلم,AR-LAT,AR,AR,AR
gzijgpr,15,لماذا,AR-LAT,AR,AR,AR
gzijgpr,16,كنا,AR-LAT,AR,AR,AR
gzijgpr,17,اسياد,AR-LAT,AR,AR,AR
gzijgpr,18,العالم,AR-LAT,AR,AR,AR
gzijgpr,19,في,AR-LAT,AR,AR,AR
gzijgpr,20,الماضي,AR-LAT,AR,AR,AR
gzijgpr,21,السحيق,AR-LAT,AR,AR,AR
gzijgpr,22,وفي,AR-LAT,AR,AR,AR
gzijgpr,23,الماضي,AR-LAT,AR,AR,AR
gzijgpr,24,القريب,AR-LAT,AR,AR,AR
gzijgpr,25,.,OTHER,OTHER,OTHER,OTHER
1373378990707245056,1,بتفكريني,AR-LAT,AR,AR,AR
1373378990707245056,2,باخواتي,AR-LAT,AR,AR,AR
1373378990707245056,3,وماما,AR-LAT,AR,AR,AR
1373378990707245056,4,أوي,AR-LAT,AR,AR,AR
1373378990707245056,5,كانوا,AR-LAT,AR,AR,AR
1373378990707245056,6,كلهم,AR-LAT,AR,AR,AR
1373378990707245056,7,بيكرهوا,AR-LAT,AR,AR,AR
1373378990707245056,8,التدريس,AR-LAT,AR,AR,AR
1373378990707245056,9,وال,AR-LAT,AR,AR,AR
1373378990707245056,10,staff,EN,EN,EN,EN
1373378990707245056,11,و,AR-LAT,AR,AR,AR
1373378990707245056,12,كل,AR-LAT,AR,AR,AR
1373378990707245056,13,حاجة,AR-LAT,AR,AR,AR
1373378990707245056,14,ماعدا,AR-LAT,AR,AR,AR
1373378990707245056,15,العيال,AR-LAT,AR,AR,AR
1373378990707245056,16,😭,OTHER,OTHER,OTHER,OTHER
1373378990707245056,17,وكل,AR-LAT,AR,AR,AR
1373378990707245056,18,يوم,AR-LAT,AR,AR,AR
1373378990707245056,19,أختي,AR-LAT,AR,AR,AR
1373378990707245056,20,تروح,AR-LAT,AR,AR,AR
1373378990707245056,21,ب,AR-LAT,AR,AR,AR
1373378990707245056,22,cards,EN,EN,EN,EN
1373378990707245056,23,كتير,AR-LAT,AR,AR,AR
1373378990707245056,24,من,AR-LAT,AR,AR,AR
1373378990707245056,25,العيال,AR-LAT,AR,AR,AR
1373378990707245056,26,وتحسيهم,AR-LAT,AR,AR,AR
1373378990707245056,27,كده,AR-LAT,AR,AR,AR
1373378990707245056,28,ناقصين,AR-LAT,AR,AR,AR
1373378990707245056,29,حنان,AR-LAT,AR,AR,AR
1373378990707245056,30,يا,AR-LAT,AR,AR,AR
1373378990707245056,31,قلبي,AR-LAT,AR,AR,AR
1384216229888491529,1,راقبي,AR-LAT,AR,AR,AR
1384216229888491529,2,تحركات,AR-LAT,AR,AR,AR
1384216229888491529,3,القوات,AR-LAT,AR,AR,AR
1384216229888491529,4,الامريكية,AR-LAT,AR,AR,AR
1384216229888491529,5,في,AR-LAT,AR,AR,AR
1384216229888491529,6,الكوكب,AR-LAT,AR,AR,AR
1384216229888491529,7,تضحكي,AR-LAT,AR,AR,AR
1385389973348786178,1,متت,AR-LAT,AR,AR,AR
1385389973348786178,2,لا,AR-LAT,AR,AR,AR
1385389973348786178,3,لا,AR-LAT,AR,AR,AR
1385389973348786178,4,والله,AR-LAT,AR,AR,AR
1385389973348786178,5,امان,AR-LAT,AR,AR,AR
1385389973348786178,6,يا,AR-LAT,AR,AR,AR
1385389973348786178,7,فحفح,AR-LAT,AR,AR,AR
1385389973348786178,8,لا,AR-LAT,AR,AR,AR
1385389973348786178,9,تخافي,AR-LAT,AR,AR,AR
1385389973348786178,10,👀,OTHER,OTHER,OTHER,OTHER
1242494266804523016,1,زمل,AR-LAT,AR,AR,AR
1242494266804523016,2,بس,AR-LAT,AR,AR,AR
1242494266804523016,3,هفتح,AR-LAT,AR,AR,AR
1242494266804523016,4,الجمعة,AR-LAT,AR,AR,AR
1242494266804523016,5,يعني,AR-LAT,AR,AR,AR
1242494266804523016,6,هفتح,AR-LAT,AR,AR,AR
1242494266804523016,7,😂,OTHER,OTHER,OTHER,OTHER
1242494266804523016,8,اعمل,AR-LAT,AR,AR,AR
1242494266804523016,9,حسابك,AR-LAT,AR,AR,AR
1242494266804523016,10,تفتح,AR-LAT,AR,AR,AR
1242494266804523016,11,معايا,AR-LAT,AR,AR,AR
1242494266804523016,12,😂,OTHER,OTHER,OTHER,OTHER
1392460499472822274,1,اه,AR-LAT,AR,AR,AR
1392460499472822274,2,بصراحة,AR-LAT,AR,AR,AR
1392460499472822274,3,بس,AR-LAT,AR,AR,AR
1392460499472822274,4,في,AR-LAT,AR,AR,AR
1392460499472822274,5,اول,AR-LAT,AR,AR,AR
1392460499472822274,6,ديت,AR-LAT,AR,AR,AR
1392460499472822274,7,كدا,AR-LAT,AR,AR,AR
1392460499472822274,8,يبقا,AR-LAT,AR,AR,AR
1392460499472822274,9,توتر,AR-LAT,AR,AR,AR
1392460499472822274,10,لول,AR-LAT,AR,AR,AR
1392637300929036295,1,اشتباكات,AR-LAT,AR,AR,AR
1392637300929036295,2,مسلحة,AR-LAT,AR,AR,AR
1392637300929036295,3,في,AR-LAT,AR,AR,AR
1392637300929036295,4,اللد,AR-LAT,AR,AR,AR
1392637300929036295,5,،,OTHER,OTHER,OTHER,OTHER
1392637300929036295,6,حسب,AR-LAT,AR,AR,AR
1392637300929036295,7,موقع,AR-LAT,AR,AR,AR
1392637300929036295,8,راوتر,AR-LAT,AR,AR,AR
1392637300929036295,9,العبري,AR-LAT,AR,AR,AR
1392637300929036295,10,،,OTHER,OTHER,OTHER,OTHER
1392637300929036295,11,أبناء,AR-LAT,AR,AR,AR
1392637300929036295,12,شعبنا,AR-LAT,AR,AR,AR
1392637300929036295,13,الأبطال,AR-LAT,AR,AR,AR
1392637300929036295,14,أنقضوا,AR-LAT,AR,AR,AR
1392637300929036295,15,على,AR-LAT,AR,AR,AR
1392637300929036295,16,قطعان,AR-LAT,AR,AR,AR
1392637300929036295,17,المستوطنين,AR-LAT,AR,AR,AR
1392637300929036295,18,،,OTHER,OTHER,OTHER,OTHER
1392637300929036295,19,وهناك,AR-LAT,AR,AR,AR
1392637300929036295,20,اصابات,AR-LAT,AR,AR,AR
1392637300929036295,21,في,AR-LAT,AR,AR,AR
1392637300929036295,22,المكان,AR-LAT,AR,AR,AR
1293978598047715329,1,للأسف,AR-LAT,AR,AR,AR
h26ofdp,1,Basically,EN,EN,EN,EN
h26ofdp,2,this,EN,EN,EN,EN
h26ofdp,3,is,EN,EN,EN,EN
h26ofdp,4,what,EN,EN,EN,EN
h26ofdp,5,is,EN,EN,EN,EN
h26ofdp,6,called,EN,EN,EN,EN
h26ofdp,7,البطالة,AR-LAT,AR,AR,AR
h26ofdp,8,المقنعة,AR-LAT,AR,AR,AR
h26ofdp,9,.,OTHER,OTHER,OTHER,OTHER
1395607127151058944,1,Bonjour,AR,OL,OL,OL
1395607127151058944,2,ya,,AR-LAT,AR-LAT,AR-LAT
1395607127151058944,3,ata2it,,AR-LAT,AR-LAT,AR-LAT
1401945481249529863,1,حوار,AR-LAT,AR,AR,AR
1401945481249529863,2,ان,AR-LAT,AR,AR,AR
1401945481249529863,3,محدش,AR-LAT,AR,AR,AR
1401945481249529863,4,يعرفنى,AR-LAT,AR,AR,AR
1401945481249529863,5,على,AR-LAT,AR,AR,AR
1401945481249529863,6,تويتر,AR-LAT,AR,AR,AR
1401945481249529863,7,ده,AR-LAT,AR,AR,AR
1401945481249529863,8,مريحني,AR-LAT,AR,AR,AR
1401945481249529863,9,فشخ,AR-LAT,AR,AR,AR
1401945481249529863,10,يعنى,AR-LAT,AR,AR,AR
1401945481249529863,11,I,EN,EN,EN,EN
1401945481249529863,12,can,EN,EN,EN,EN
1401945481249529863,13,post,EN,EN,EN,EN
1401945481249529863,14,whatever,EN,EN,EN,EN
1401945481249529863,15,I,EN,EN,EN,EN
1401945481249529863,16,want,EN,EN,EN,EN
1401945481249529863,17,whenever,EN,EN,EN,EN
1401945481249529863,18,من,AR-LAT,AR,AR,AR
1401945481249529863,19,غير,AR-LAT,AR,AR,AR
1401945481249529863,20,comments,EN,EN,EN,EN
1401945481249529863,21,ملهاش,AR-LAT,AR,AR,AR
1401945481249529863,22,لازمة,AR-LAT,AR,AR,AR
1401945481249529863,23,و,AR-LAT,AR,AR,AR
1401945481249529863,24,حقيقى,AR-LAT,AR,AR,AR
1401945481249529863,25,من,AR-LAT,AR,AR,AR
1401945481249529863,26,بدرى,AR-LAT,AR,AR,AR
1401945481249529863,27,و,AR-LAT,AR,AR,AR
1401945481249529863,28,Twitter,FR,EN,EN,EN
1401945481249529863,29,is,EN,EN,EN,EN
1401945481249529863,30,my,EN,EN,EN,EN
1401945481249529863,31,favorite,EN,EN,EN,EN
1401945481249529863,32,♥,OTHER,OTHER,OTHER,OTHER
1272260013097132032,1,حصل,AR-LAT,AR,AR,AR
1272260013097132032,2,انا,AR-LAT,AR,AR,AR
1272260013097132032,3,بردة,AR-LAT,AR,AR,AR
1272260013097132032,4,بقفل,AR-LAT,AR,AR,AR
1272260013097132032,5,الاغنية,AR-LAT,AR,AR,AR
1272260013097132032,6,قبل,AR-LAT,AR,AR,AR
1272260013097132032,7,مالكلام,AR-LAT,AR,AR,AR
1272260013097132032,8,الفاسق,AR-LAT,AR,AR,AR
1272260013097132032,9,دة,AR-LAT,AR,AR,AR
1272260013097132032,10,يتقال,AR-LAT,AR,AR,AR
1205500060492013568,1,الموضوع,AR-LAT,AR,AR,AR
1205500060492013568,2,خرج,AR-LAT,AR,AR,AR
1205500060492013568,3,من,AR-LAT,AR,AR,AR
1205500060492013568,4,إيدي,AR-LAT,AR,AR,AR
1205500060492013568,5,و,AR-LAT,AR,AR,AR
1205500060492013568,6,بقي,AR-LAT,AR,AR,AR
1205500060492013568,7,من,AR-LAT,AR,AR,AR
1205500060492013568,8,أخر,AR-LAT,AR,AR,AR
1205500060492013568,9,مادة,AR-LAT,AR,AR,AR
1205500060492013568,10,مبتتذاكرش,AR-LAT,AR,AR,AR
1205500060492013568,11,ل,AR-LAT,AR,AR,AR
1205500060492013568,12,أخر,AR-LAT,AR,AR,AR
1205500060492013568,13,سنة,AR-LAT,AR,AR,AR
1205500060492013568,14,مبتتذاكرش,AR-LAT,AR,AR,AR
1205500060492013568,15,🌚,OTHER,OTHER,OTHER,OTHER
1205500060492013568,16,💔,OTHER,OTHER,OTHER,OTHER
1403151791072727046,1,دي,AR-LAT,AR,AR,AR
1403151791072727046,2,اخلاق,AR-LAT,AR,AR,AR
1403151791072727046,3,طالب,AR-LAT,AR,AR,AR
1403151791072727046,4,طب,AR-LAT,AR,AR,AR
1403151791072727046,5,؟,OTHER,OTHER,OTHER,OTHER
1385177834776375298,1,أجلد,AR-LAT,AR,AR,AR
1385177834776375298,2,🤣,OTHER,OTHER,OTHER,OTHER
1385177834776375298,3,🤣,OTHER,OTHER,OTHER,OTHER
fpu2r28,1,I,EN,EN,EN,EN
fpu2r28,2,did,EN,EN,EN,EN
fpu2r28,3,that,EN,EN,EN,EN
fpu2r28,4,3,OTHER,OTHER,OTHER,OTHER
fpu2r28,5,months,EN,EN,EN,EN
fpu2r28,6,ago,EN,EN,EN,EN
fpu2r28,7,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,8,well,EN,EN,EN,EN
fpu2r28,9,there,EN,EN,EN,EN
fpu2r28,10,was,EN,EN,EN,EN
fpu2r28,11,a,EN,EN,EN,EN
fpu2r28,12,progress,EN,EN,EN,EN
fpu2r28,13,specially,EN,EN,EN,EN
fpu2r28,14,in,EN,EN,EN,EN
fpu2r28,15,the,EN,EN,EN,EN
fpu2r28,16,speed,EN,EN,EN,EN
fpu2r28,17,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,18,but,EN,EN,EN,EN
fpu2r28,19,not,EN,EN,EN,EN
fpu2r28,20,a,EN,EN,EN,EN
fpu2r28,21,huge,EN,EN,EN,EN
fpu2r28,22,one,EN,EN,EN,EN
fpu2r28,23,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,24,if,EN,EN,EN,EN
fpu2r28,25,you,EN,EN,EN,EN
fpu2r28,26,have,EN,EN,EN,EN
fpu2r28,27,a,EN,EN,EN,EN
fpu2r28,28,problem,EN,EN,EN,EN
fpu2r28,29,like,EN,EN,EN,EN
fpu2r28,30,yours,EN,EN,EN,EN
fpu2r28,31,-,OTHER,OTHER,OTHER,OTHER
fpu2r28,32,which,EN,EN,EN,OTHER
fpu2r28,33,i,EN,EN,EN,EN
fpu2r28,34,had,EN,EN,EN,EN
fpu2r28,35,after,EN,EN,EN,EN
fpu2r28,36,i,EN,EN,EN,EN
fpu2r28,37,used,EN,EN,EN,EN
fpu2r28,38,the,EN,EN,EN,EN
fpu2r28,39,new,EN,EN,EN,EN
fpu2r28,40,router,FR,EN,EN,EN
fpu2r28,41,too,EN,EN,EN,EN
fpu2r28,42,-,OTHER,OTHER,OTHER,OTHER
fpu2r28,43,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,44,it,EN,EN,EN,EN
fpu2r28,45,s,EN,EN,EN,EN
fpu2r28,46,likely,EN,EN,EN,EN
fpu2r28,47,to,EN,EN,EN,EN
fpu2r28,48,be,EN,EN,EN,EN
fpu2r28,49,in,EN,EN,EN,EN
fpu2r28,50,the,EN,EN,EN,EN
fpu2r28,51,land,EN,EN,EN,EN
fpu2r28,52,line,EN,EN,EN,EN
fpu2r28,53,connection,EN,EN,EN,EN
fpu2r28,54,or,EN,EN,EN,EN
fpu2r28,55,the,EN,EN,EN,EN
fpu2r28,56,company,EN,EN,EN,EN
fpu2r28,57,itself,EN,EN,EN,EN
fpu2r28,58,السنترال,AR-LAT,AR,AR,AR
fpu2r28,59,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,60,you,OTHER,EN,EN,EN
fpu2r28,61,should,EN,EN,EN,EN
fpu2r28,62,call,EN,EN,EN,EN
fpu2r28,63,them,EN,EN,EN,EN
fpu2r28,64,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,65,make,OTHER,EN,EN,EN
fpu2r28,66,a,EN,EN,EN,EN
fpu2r28,67,clear,EN,EN,EN,EN
fpu2r28,68,complaint,EN,EN,EN,EN
fpu2r28,69,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,70,save,OTHER,EN,EN,EN
fpu2r28,71,it,EN,EN,EN,EN
fpu2r28,72,s,EN,EN,EN,EN
fpu2r28,73,number,EN,EN,EN,EN
fpu2r28,74,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,75,if,EN,EN,EN,EN
fpu2r28,76,they,OTHER,EN,EN,EN
fpu2r28,77,do,EN,EN,EN,EN
fpu2r28,78,n't,EN,EN,EN,EN
fpu2r28,79,solve,EN,EN,EN,EN
fpu2r28,80,it,EN,EN,EN,EN
fpu2r28,81,in,EN,EN,EN,EN
fpu2r28,82,the,EN,EN,EN,EN
fpu2r28,83,estimated,EN,EN,EN,EN
fpu2r28,84,time,EN,EN,EN,EN
fpu2r28,85,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,86,call,EN,EN,EN,EN
fpu2r28,87,back,EN,EN,EN,EN
fpu2r28,88,155,OTHER,OTHER,OTHER,OTHER
fpu2r28,89,and,OTHER,EN,EN,EN
fpu2r28,90,push,EN,EN,EN,EN
fpu2r28,91,it,EN,EN,EN,EN
fpu2r28,92,in,EN,EN,EN,EN
fpu2r28,93,الجهاز,AR-LAT,AR,AR,AR
fpu2r28,94,القومي,AR-LAT,AR,AR,AR
fpu2r28,95,لتنظيم,AR-LAT,AR,AR,AR
fpu2r28,96,الاتصالات,AR-LAT,AR,AR,AR
fpu2r28,97,وحماية,AR-LAT,AR,AR,AR
fpu2r28,98,المستهلك,AR-LAT,AR,AR,AR
fpu2r28,99,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,100,*,OTHER,OTHER,OTHER,OTHER
fpu2r28,101,but,EN,EN,EN,EN
fpu2r28,102,you,EN,EN,EN,EN
fpu2r28,103,should,EN,EN,EN,EN
fpu2r28,104,have,EN,EN,EN,EN
fpu2r28,105,the,EN,EN,EN,EN
fpu2r28,106,complain,EN,EN,EN,EN
fpu2r28,107,number,EN,EN,EN,EN
fpu2r28,108,and,EN,EN,EN,EN
fpu2r28,109,the,EN,EN,EN,EN
fpu2r28,110,estimated,EN,EN,EN,EN
fpu2r28,111,time,EN,EN,EN,EN
fpu2r28,112,to,EN,EN,EN,EN
fpu2r28,113,solve,EN,EN,EN,EN
fpu2r28,114,the,EN,EN,EN,EN
fpu2r28,115,problem,EN,EN,EN,EN
fpu2r28,116,must,EN,EN,EN,EN
fpu2r28,117,be,EN,EN,EN,EN
fpu2r28,118,over,EN,EN,EN,EN
fpu2r28,119,*,OTHER,OTHER,OTHER,OTHER
fpu2r28,120,",",OTHER,OTHER,OTHER,OTHER
fpu2r28,121,and,EN,EN,EN,EN
fpu2r28,122,then,EN,EN,EN,EN
fpu2r28,123,WE,EN,EN,EN,EN
fpu2r28,124,would,EN,EN,EN,EN
fpu2r28,125,be,EN,EN,EN,EN
fpu2r28,126,the,EN,EN,EN,EN
fpu2r28,127,one,EN,EN,EN,EN
fpu2r28,128,who,EN,EN,EN,EN
fpu2r28,129,calls,EN,EN,EN,EN
fpu2r28,130,you,EN,EN,EN,EN
fpu2r28,131,.,OTHER,OTHER,OTHER,OTHER
1406388846963605505,1,مفيش,AR-LAT,AR,AR,AR
1406388846963605505,2,حاجة,AR-LAT,AR,AR,AR
1406388846963605505,3,في,AR-LAT,AR,AR,AR
1406388846963605505,4,ايدي,AR-LAT,AR,AR,AR
1406388846963605505,5,اعملها,AR-LAT,AR,AR,AR
1406388846963605505,6,.,OTHER,OTHER,OTHER,OTHER
gwive2r,1,Magnifique,AR,OL,OL,OL
gwive2r,2,!,OTHER,OTHER,OTHER,OTHER
1398641206175879171,1,النيويورك,AR-LAT,AR,AR,AR
1398641206175879171,2,تايمز,AR-LAT,AR,AR,AR
1398641206175879171,3,وهآرتس,AR-LAT,AR,AR,AR
1398641206175879171,4,:,OTHER,OTHER,OTHER,OTHER
1398641206175879171,5,*,OTHER,OTHER,OTHER,OTHER
1398641206175879171,6,بلمعوا,AR-LAT,AR,AR,AR
1398641206175879171,7,صورة,AR-LAT,AR,AR,AR
1398641206175879171,8,اسرا.ئيل,OTHER,AR,AR,AR
1398641206175879171,9,وببحكوا,AR-LAT,AR,AR,AR
1398641206175879171,10,عنا,AR-LAT,AR,AR,AR
1398641206175879171,11,إرهابيين,AR-LAT,AR,AR,AR
1398641206175879171,12,طول,AR-LAT,AR,AR,AR
1398641206175879171,13,الحرب,AR-LAT,AR,AR,AR
1398641206175879171,14,*,OTHER,OTHER,OTHER,OTHER
1398641206175879171,15,*,OTHER,OTHER,OTHER,OTHER
1398641206175879171,16,بنشروا,AR-LAT,AR,AR,AR
1398641206175879171,17,صور,AR-LAT,AR,AR,AR
1398641206175879171,18,الشهداء,AR-LAT,AR,AR,AR
1398641206175879171,19,مرة,AR-LAT,AR,AR,AR
1398641206175879171,20,*,OTHER,OTHER,OTHER,OTHER
1398641206175879171,21,العرب,AR-LAT,AR,AR,AR
1398641206175879171,22,:,OTHER,OTHER,OTHER,OTHER
1398641206175879171,23,😍,OTHER,OTHER,OTHER,OTHER
1398641206175879171,24,🥰,OTHER,OTHER,OTHER,OTHER
1398641206175879171,25,😘,OTHER,OTHER,OTHER,OTHER
1398641206175879171,26,🥵,OTHER,OTHER,OTHER,OTHER
1360330911317860352,1,ي,AR-LAT,AR,AR,AR
1360330911317860352,2,مونه,AR-LAT,AR,AR,AR
1360330911317860352,3,حلو,AR-LAT,AR,AR,AR
1360330911317860352,4,اوي,AR-LAT,AR,AR,AR
1360330911317860352,5,والله,AR-LAT,AR,AR,AR
1360330911317860352,6,يلا,AR-LAT,AR,AR,AR
1360330911317860352,7,الحمدلله,AR-LAT,AR,AR,AR
1360330911317860352,8,🙂,OTHER,OTHER,OTHER,OTHER
h23md5d,1,If,EN,EN,EN,EN
h23md5d,2,it,EN,EN,EN,EN
h23md5d,3,is,EN,EN,EN,EN
h23md5d,4,orangey,EN,EN,EN,EN
h23md5d,5,/,OTHER,OTHER,OTHER,OTHER
h23md5d,6,goldish,EN,EN,EN,EN
h23md5d,7,in,EN,EN,EN,EN
h23md5d,8,color,EN,EN,EN,EN
h23md5d,9,",",OTHER,OTHER,OTHER,OTHER
h23md5d,10,maybe,EN,EN,EN,EN
h23md5d,11,you,EN,EN,EN,EN
h23md5d,12,’,EN,OTHER,OTHER,OTHER
h23md5d,13,re,EN,EN,EN,EN
h23md5d,14,thinking,EN,EN,EN,EN
h23md5d,15,of,EN,EN,EN,EN
h23md5d,16,المشبك,AR-LAT,AR,AR,AR
h23md5d,17,السوري,AR-LAT,AR,AR,AR
h23md5d,18,.,OTHER,OTHER,OTHER,OTHER
h23md5d,19,Or,EN,EN,EN,EN
h23md5d,20,maybe,EN,EN,EN,EN
h23md5d,21,you,EN,EN,EN,EN
h23md5d,22,’,EN,OTHER,OTHER,OTHER
h23md5d,23,re,EN,EN,EN,EN
h23md5d,24,thinking,EN,EN,EN,EN
h23md5d,25,of,EN,EN,EN,EN
h23md5d,26,ناطف,AR-LAT,AR,AR,AR
h23md5d,27,in,EN,EN,EN,EN
h23md5d,28,the,EN,EN,EN,EN
h23md5d,29,shape,EN,EN,EN,EN
h23md5d,30,of,EN,EN,EN,EN
h23md5d,31,a,EN,EN,EN,EN
h23md5d,32,meringue,EN,EN,EN,EN
h23md5d,33,?,OTHER,OTHER,OTHER,OTHER
1341778134232870927,1,حتى,AR-LAT,AR,AR,AR
1341778134232870927,2,الڤيرس,AR-LAT,AR,AR,AR
1341778134232870927,3,بيطور,AR-LAT,AR,AR,AR
1341778134232870927,4,من,AR-LAT,AR,AR,AR
1341778134232870927,5,نفسه,AR-LAT,AR,AR,AR
1341778134232870927,6,وأنت,AR-LAT,AR,AR,AR
1341778134232870927,7,لأ,AR-LAT,AR,AR,AR
1341778134232870927,8,.,AR-LAT,OTHER,OTHER,OTHER
1388938913222430730,1,Heureux,AR,OL,OL,OL
1388938913222430730,2,l'homme,AR,OL,OL,OL
1388938913222430730,3,libre,AR,OL,OL,OL
1388938913222430730,4,",",OTHER,OTHER,OTHER,OTHER
